zeme,datum,pocet
Francie,2018-06-15,21.0
Rumunsko,2018-06-15,2.0
Korejská republika,2018-06-15,84.0
Švédsko,2018-06-15,12.0
Argentina,2018-06-15,8.0
Rakousko,2018-06-15,46.0
Moldavsko,2018-06-15,4.0
Libanon,2018-06-15,2.0
Hong Kong,2018-06-15,12.0
Bangladéš,2018-06-15,3.0
Gruzie,2018-06-15,9.0
Estonsko,2018-06-15,4.0
Egypt,2018-06-15,1.0
Tunisko,2018-06-15,6.0
Německo,2018-06-16,32.0
Kanada,2018-06-16,1.0
Spojené státy americké,2018-06-16,28.0
Japonsko,2018-06-16,12.0
Rusko,2018-06-16,48.0
Irsko,2018-06-16,1.0
Norsko,2018-06-16,4.0
Švýcarsko,2018-06-16,9.0
Maďarsko,2018-06-16,5.0
Slovensko,2018-06-16,145.0
Austrálie,2018-06-16,1.0
Spojené arabské emiráty,2018-06-16,4.0
Chorvatsko,2018-06-16,1.0
Bulharsko,2018-06-16,6.0
Kypr,2018-06-16,1.0
Velká Británie a Severní Irsko,2018-06-16,3.0
Kolumbie,2018-06-16,4.0
Kazachstán,2018-06-16,10.0
Uganda,2018-06-16,4.0
Malajsie,2018-06-16,1.0
Island,2018-06-16,2.0
Ukrajina,2018-06-16,12.0
Polsko,2018-06-16,21.0
Španělsko,2018-06-16,4.0
Belgie,2018-06-16,2.0
Česká republika,2018-06-16,419.0
Izrael,2018-06-16,5.0
Taiwan,2018-06-16,4.0
Čína,2018-06-16,55.0
Nový Zéland,2018-06-16,2.0
Francie,2018-06-16,3.0
Korejská republika,2018-06-16,27.0
Švédsko,2018-06-16,6.0
Rakousko,2018-06-16,2.0
Libanon,2018-06-16,3.0
Hong Kong,2018-06-16,6.0
Německo,2018-06-17,16.0
Thajsko,2018-06-17,8.0
Spojené státy americké,2018-06-17,18.0
Rusko,2018-06-17,24.0
Finsko,2018-06-17,4.0
Švýcarsko,2018-06-17,1.0
Slovensko,2018-06-17,22.0
Austrálie,2018-06-17,4.0
Uzbekistán,2018-06-17,2.0
Velká Británie a Severní Irsko,2018-06-17,4.0
Kazachstán,2018-06-17,9.0
Česká republika,2018-06-17,888.0
Izrael,2018-06-17,5.0
Makedonie,2018-06-17,2.0
Čína,2018-06-17,1072.0
Vietnam,2018-06-17,2.0
Korejská republika,2018-06-17,6.0
Rakousko,2018-06-17,5.0
Hong Kong,2018-06-17,5.0
Německo,2018-06-18,440.0
Thajsko,2018-06-18,8.0
Kanada,2018-06-18,85.0
Portugalsko,2018-06-18,6.0
Spojené státy americké,2018-06-18,121.0
Japonsko,2018-06-18,36.0
Rusko,2018-06-18,685.0
Indie,2018-06-18,2.0
Irsko,2018-06-18,6.0
Mexiko,2018-06-18,4.0
Finsko,2018-06-18,20.0
Norsko,2018-06-18,27.0
Švýcarsko,2018-06-18,75.0
Jižní Afrika,2018-06-18,3.0
Uruguay,2018-06-18,2.0
Maďarsko,2018-06-18,60.0
Slovensko,2018-06-18,2780.0
Austrálie,2018-06-18,39.0
Spojené arabské emiráty,2018-06-18,4.0
Uzbekistán,2018-06-18,12.0
Chorvatsko,2018-06-18,12.0
Kuvajt,2018-06-18,4.0
Itálie,2018-06-18,80.0
Bulharsko,2018-06-18,30.0
Kypr,2018-06-18,8.0
Velká Británie a Severní Irsko,2018-06-18,22.0
Kazachstán,2018-06-18,4.0
Srbsko,2018-06-18,2.0
Malajsie,2018-06-18,1.0
Turecko (včetně Severokyperské Republiky),2018-06-18,15.0
Bělorusko,2018-06-18,10.0
Řecko,2018-06-18,5.0
Slovinsko,2018-06-18,6.0
Island,2018-06-18,12.0
Ukrajina,2018-06-18,34.0
Dánsko,2018-06-18,15.0
Litva,2018-06-18,4.0
Polsko,2018-06-18,240.0
Španělsko,2018-06-18,24.0
Belgie,2018-06-18,45.0
Pákistán,2018-06-18,2.0
Peru,2018-06-18,3.0
Česká republika,2018-06-18,2127.0
Nizozemsko,2018-06-18,75.0
Izrael,2018-06-18,35.0
Makedonie,2018-06-18,4.0
Taiwan,2018-06-18,5.0
Čína,2018-06-18,1515.0
Vietnam,2018-06-18,6.0
Nový Zéland,2018-06-18,8.0
Ázerbájdžán,2018-06-18,2.0
Francie,2018-06-18,48.0
Rumunsko,2018-06-18,14.0
Korejská republika,2018-06-18,90.0
Švédsko,2018-06-18,14.0
Rakousko,2018-06-18,145.0
Alžírsko,2018-06-18,3.0
Kyrgyzstán,2018-06-18,4.0
Moldavsko,2018-06-18,3.0
Keňa,2018-06-18,15.0
Hong Kong,2018-06-18,1.0
Gruzie,2018-06-18,3.0
Chile,2018-06-18,10.0
Estonsko,2018-06-18,8.0
Andorra,2018-06-18,4.0
Niue,2018-06-18,2.0
Mauricius,2018-06-18,3.0
Německo,2018-06-19,480.0
Thajsko,2018-06-19,25.0
Kanada,2018-06-19,26.0
Portugalsko,2018-06-19,20.0
Lotyšsko,2018-06-19,2.0
Spojené státy americké,2018-06-19,258.0
Japonsko,2018-06-19,7.0
Rusko,2018-06-19,309.0
Indie,2018-06-19,3.0
Irsko,2018-06-19,35.0
Finsko,2018-06-19,18.0
Norsko,2018-06-19,30.0
Švýcarsko,2018-06-19,36.0
Jižní Afrika,2018-06-19,9.0
Maďarsko,2018-06-19,27.0
Slovensko,2018-06-19,573.0
Austrálie,2018-06-19,80.0
Uzbekistán,2018-06-19,2.0
Chorvatsko,2018-06-19,18.0
Kuvajt,2018-06-19,3.0
Itálie,2018-06-19,60.0
Bulharsko,2018-06-19,42.0
Lucembursko,2018-06-19,10.0
Velká Británie a Severní Irsko,2018-06-19,95.0
Brazílie,2018-06-19,25.0
Kazachstán,2018-06-19,12.0
Srbsko,2018-06-19,12.0
Malajsie,2018-06-19,6.0
Turecko (včetně Severokyperské Republiky),2018-06-19,16.0
Bělorusko,2018-06-19,5.0
Řecko,2018-06-19,27.0
Slovinsko,2018-06-19,3.0
Ukrajina,2018-06-19,26.0
Dánsko,2018-06-19,3.0
Litva,2018-06-19,15.0
Polsko,2018-06-19,180.0
Španělsko,2018-06-19,30.0
Černá Hora,2018-06-19,15.0
Belgie,2018-06-19,20.0
Arménie,2018-06-19,2.0
Česká republika,2018-06-19,4185.0
Nizozemsko,2018-06-19,57.0
Izrael,2018-06-19,12.0
Makedonie,2018-06-19,3.0
Singapur,2018-06-19,3.0
Taiwan,2018-06-19,15.0
Čína,2018-06-19,2720.0
Saúdská Arábie,2018-06-19,3.0
Vietnam,2018-06-19,40.0
Nový Zéland,2018-06-19,3.0
Ázerbájdžán,2018-06-19,4.0
Francie,2018-06-19,125.0
Rumunsko,2018-06-19,8.0
Indonésie,2018-06-19,8.0
Korejská republika,2018-06-19,54.0
Švédsko,2018-06-19,7.0
Mongolsko,2018-06-19,4.0
Maroko,2018-06-19,3.0
Argentina,2018-06-19,5.0
Rakousko,2018-06-19,140.0
Moldavsko,2018-06-19,25.0
Hong Kong,2018-06-19,6.0
Chile,2018-06-19,2.0
Estonsko,2018-06-19,3.0
Egypt,2018-06-19,2.0
Tádžikistán,2018-06-19,3.0
Tunisko,2018-06-19,1.0
Německo,2018-06-20,224.0
Thajsko,2018-06-20,20.0
Kanada,2018-06-20,75.0
Portugalsko,2018-06-20,2.0
Lotyšsko,2018-06-20,4.0
Spojené státy americké,2018-06-20,490.0
Japonsko,2018-06-20,36.0
Rusko,2018-06-20,600.0
Indie,2018-06-20,4.0
Irsko,2018-06-20,6.0
Mexiko,2018-06-20,6.0
Finsko,2018-06-20,4.0
Norsko,2018-06-20,24.0
Švýcarsko,2018-06-20,92.0
Jižní Afrika,2018-06-20,1.0
Maďarsko,2018-06-20,22.0
Slovensko,2018-06-20,2880.0
Albánie,2018-06-20,4.0
Austrálie,2018-06-20,36.0
Spojené arabské emiráty,2018-06-20,4.0
Chorvatsko,2018-06-20,28.0
Kuvajt,2018-06-20,1.0
Itálie,2018-06-20,80.0
Bulharsko,2018-06-20,1.0
Kypr,2018-06-20,4.0
Velká Británie a Severní Irsko,2018-06-20,115.0
Kolumbie,2018-06-20,4.0
Brazílie,2018-06-20,12.0
Kazachstán,2018-06-20,24.0
Srbsko,2018-06-20,20.0
Malajsie,2018-06-20,3.0
Turecko (včetně Severokyperské Republiky),2018-06-20,10.0
Bělorusko,2018-06-20,4.0
Etiopie,2018-06-20,4.0
Řecko,2018-06-20,3.0
Slovinsko,2018-06-20,8.0
Island,2018-06-20,5.0
Ukrajina,2018-06-20,25.0
Dánsko,2018-06-20,20.0
Litva,2018-06-20,15.0
Polsko,2018-06-20,42.0
Španělsko,2018-06-20,70.0
Belgie,2018-06-20,3.0
Omán,2018-06-20,3.0
Peru,2018-06-20,2.0
Česká republika,2018-06-20,1642.0
Nizozemsko,2018-06-20,28.0
Izrael,2018-06-20,8.0
Makedonie,2018-06-20,5.0
Taiwan,2018-06-20,6.0
Čína,2018-06-20,2372.0
Saúdská Arábie,2018-06-20,1.0
Vietnam,2018-06-20,3.0
Nový Zéland,2018-06-20,3.0
Ázerbájdžán,2018-06-20,4.0
Francie,2018-06-20,87.0
Korejská republika,2018-06-20,12.0
Švédsko,2018-06-20,8.0
Mongolsko,2018-06-20,10.0
Rakousko,2018-06-20,145.0
Alžírsko,2018-06-20,1.0
Kyrgyzstán,2018-06-20,15.0
Grónsko,2018-06-20,1.0
Moldavsko,2018-06-20,4.0
Keňa,2018-06-20,3.0
Ghana,2018-06-20,5.0
Hong Kong,2018-06-20,16.0
Gruzie,2018-06-20,2.0
Chile,2018-06-20,4.0
Réunion,2018-06-20,4.0
Tunisko,2018-06-20,1.0
Katar,2018-06-20,2.0
Seychely,2018-06-20,2.0
Monako,2018-06-20,2.0
Německo,2018-06-21,352.0
Thajsko,2018-06-21,4.0
Kanada,2018-06-21,64.0
Portugalsko,2018-06-21,2.0
Lotyšsko,2018-06-21,2.0
Spojené státy americké,2018-06-21,101.0
Japonsko,2018-06-21,65.0
Rusko,2018-06-21,348.0
Indie,2018-06-21,7.0
Irsko,2018-06-21,9.0
Mexiko,2018-06-21,1.0
Finsko,2018-06-21,10.0
Norsko,2018-06-21,10.0
Švýcarsko,2018-06-21,69.0
Maďarsko,2018-06-21,6.0
Slovensko,2018-06-21,542.0
Albánie,2018-06-21,5.0
Austrálie,2018-06-21,24.0
Uzbekistán,2018-06-21,10.0
Chorvatsko,2018-06-21,6.0
Itálie,2018-06-21,15.0
Bulharsko,2018-06-21,20.0
Kypr,2018-06-21,9.0
Velká Británie a Severní Irsko,2018-06-21,56.0
Brazílie,2018-06-21,1.0
Kazachstán,2018-06-21,4.0
Srbsko,2018-06-21,3.0
Lichtenštejnsko,2018-06-21,5.0
Bělorusko,2018-06-21,10.0
Etiopie,2018-06-21,5.0
Řecko,2018-06-21,12.0
Slovinsko,2018-06-21,4.0
Island,2018-06-21,5.0
Ukrajina,2018-06-21,48.0
Dánsko,2018-06-21,10.0
Polsko,2018-06-21,104.0
Španělsko,2018-06-21,60.0
Černá Hora,2018-06-21,2.0
Belgie,2018-06-21,4.0
Pákistán,2018-06-21,1.0
Česká republika,2018-06-21,637.0
Nizozemsko,2018-06-21,21.0
Izrael,2018-06-21,12.0
Singapur,2018-06-21,5.0
Taiwan,2018-06-21,8.0
Čína,2018-06-21,501.0
Vietnam,2018-06-21,16.0
Nový Zéland,2018-06-21,25.0
Ázerbájdžán,2018-06-21,6.0
Francie,2018-06-21,76.0
Rumunsko,2018-06-21,4.0
Korejská republika,2018-06-21,16.0
Švédsko,2018-06-21,5.0
Mongolsko,2018-06-21,3.0
Rakousko,2018-06-21,50.0
Moldavsko,2018-06-21,5.0
Nigérie,2018-06-21,2.0
Hong Kong,2018-06-21,45.0
Srí Lanka,2018-06-21,3.0
Portoriko,2018-06-21,1.0
Nepál,2018-06-21,1.0
Zimbabwe,2018-06-21,2.0
Kajmanské ostrovy,2018-06-21,3.0
Německo,2018-06-22,208.0
Thajsko,2018-06-22,15.0
Kanada,2018-06-22,75.0
Lotyšsko,2018-06-22,15.0
Spojené státy americké,2018-06-22,102.0
Japonsko,2018-06-22,34.0
Rusko,2018-06-22,288.0
Indie,2018-06-22,4.0
Irsko,2018-06-22,8.0
Mexiko,2018-06-22,6.0
Finsko,2018-06-22,1.0
Norsko,2018-06-22,14.0
Švýcarsko,2018-06-22,76.0
Jižní Afrika,2018-06-22,1.0
Maďarsko,2018-06-22,55.0
Slovensko,2018-06-22,2690.0
Austrálie,2018-06-22,40.0
Spojené arabské emiráty,2018-06-22,5.0
Uzbekistán,2018-06-22,2.0
Chorvatsko,2018-06-22,24.0
Itálie,2018-06-22,100.0
Velká Británie a Severní Irsko,2018-06-22,15.0
Brazílie,2018-06-22,15.0
Kazachstán,2018-06-22,32.0
Turecko (včetně Severokyperské Republiky),2018-06-22,16.0
Bolívie,2018-06-22,3.0
Bělorusko,2018-06-22,6.0
Etiopie,2018-06-22,4.0
Řecko,2018-06-22,5.0
Slovinsko,2018-06-22,8.0
Island,2018-06-22,1.0
Ukrajina,2018-06-22,24.0
Dánsko,2018-06-22,25.0
Litva,2018-06-22,12.0
Polsko,2018-06-22,240.0
Španělsko,2018-06-22,70.0
Belgie,2018-06-22,36.0
Arménie,2018-06-22,2.0
Česká republika,2018-06-22,2562.0
Nizozemsko,2018-06-22,13.0
Izrael,2018-06-22,16.0
Singapur,2018-06-22,12.0
Taiwan,2018-06-22,28.0
Čína,2018-06-22,2260.0
Vietnam,2018-06-22,35.0
Nový Zéland,2018-06-22,24.0
Francie,2018-06-22,42.0
Rumunsko,2018-06-22,14.0
Indonésie,2018-06-22,8.0
Korejská republika,2018-06-22,90.0
Švédsko,2018-06-22,44.0
Mongolsko,2018-06-22,1.0
Argentina,2018-06-22,4.0
Rakousko,2018-06-22,96.0
Libanon,2018-06-22,2.0
Hong Kong,2018-06-22,12.0
Bangladéš,2018-06-22,1.0
Gruzie,2018-06-22,6.0
Chile,2018-06-22,4.0
Niue,2018-06-22,6.0
Jordánsko,2018-06-22,4.0
Zambie,2018-06-22,5.0
Tunisko,2018-06-22,3.0
Afghánistán,2018-06-22,2.0
Německo,2018-06-23,18.0
Spojené státy americké,2018-06-23,68.0
Japonsko,2018-06-23,1.0
Rusko,2018-06-23,76.0
Mexiko,2018-06-23,5.0
Švýcarsko,2018-06-23,5.0
Maďarsko,2018-06-23,2.0
Slovensko,2018-06-23,33.0
Austrálie,2018-06-23,6.0
Chorvatsko,2018-06-23,2.0
Malajsie,2018-06-23,2.0
Turecko (včetně Severokyperské Republiky),2018-06-23,2.0
Bělorusko,2018-06-23,5.0
Ukrajina,2018-06-23,8.0
Polsko,2018-06-23,6.0
Belgie,2018-06-23,4.0
Peru,2018-06-23,12.0
Česká republika,2018-06-23,2228.0
Nizozemsko,2018-06-23,2.0
Singapur,2018-06-23,1.0
Taiwan,2018-06-23,2.0
Čína,2018-06-23,11.0
Nový Zéland,2018-06-23,2.0
Francie,2018-06-23,4.0
Korejská republika,2018-06-23,4.0
Rakousko,2018-06-23,2.0
Libanon,2018-06-23,2.0
Kuba,2018-06-23,1.0
Německo,2018-06-24,15.0
Spojené státy americké,2018-06-24,21.0
Japonsko,2018-06-24,4.0
Rusko,2018-06-24,45.0
Irsko,2018-06-24,2.0
Slovensko,2018-06-24,26.0
Austrálie,2018-06-24,2.0
Itálie,2018-06-24,10.0
Velká Británie a Severní Irsko,2018-06-24,2.0
Brazílie,2018-06-24,6.0
Kazachstán,2018-06-24,8.0
Ukrajina,2018-06-24,8.0
Polsko,2018-06-24,4.0
Česká republika,2018-06-24,1120.0
Izrael,2018-06-24,3.0
Čína,2018-06-24,752.0
Vietnam,2018-06-24,2.0
Ázerbájdžán,2018-06-24,1.0
Francie,2018-06-24,2.0
Korejská republika,2018-06-24,6.0
Německo,2018-06-25,440.0
Thajsko,2018-06-25,26.0
Kanada,2018-06-25,104.0
Portugalsko,2018-06-25,20.0
Lotyšsko,2018-06-25,3.0
Spojené státy americké,2018-06-25,390.0
Japonsko,2018-06-25,52.0
Rusko,2018-06-25,303.0
Indie,2018-06-25,20.0
Irsko,2018-06-25,15.0
Mexiko,2018-06-25,4.0
Finsko,2018-06-25,20.0
Norsko,2018-06-25,14.0
Bosna a Hercegovina,2018-06-25,4.0
Švýcarsko,2018-06-25,36.0
Maďarsko,2018-06-25,75.0
Slovensko,2018-06-25,2584.0
Albánie,2018-06-25,4.0
Austrálie,2018-06-25,26.0
Uzbekistán,2018-06-25,4.0
Chorvatsko,2018-06-25,6.0
Itálie,2018-06-25,64.0
Bulharsko,2018-06-25,20.0
Kypr,2018-06-25,2.0
Velká Británie a Severní Irsko,2018-06-25,12.0
Kolumbie,2018-06-25,2.0
Brazílie,2018-06-25,16.0
Kazachstán,2018-06-25,9.0
Srbsko,2018-06-25,8.0
Malajsie,2018-06-25,10.0
Turecko (včetně Severokyperské Republiky),2018-06-25,15.0
Bělorusko,2018-06-25,8.0
Řecko,2018-06-25,18.0
Slovinsko,2018-06-25,15.0
Island,2018-06-25,8.0
Ukrajina,2018-06-25,28.0
Dánsko,2018-06-25,25.0
Litva,2018-06-25,16.0
Polsko,2018-06-25,216.0
Španělsko,2018-06-25,36.0
Belgie,2018-06-25,28.0
Peru,2018-06-25,10.0
Česká republika,2018-06-25,555.0
Nizozemsko,2018-06-25,65.0
Izrael,2018-06-25,30.0
Ekvádor,2018-06-25,2.0
Singapur,2018-06-25,3.0
Taiwan,2018-06-25,51.0
Čína,2018-06-25,1348.0
Malta,2018-06-25,1.0
Vietnam,2018-06-25,65.0
Nový Zéland,2018-06-25,32.0
Ázerbájdžán,2018-06-25,8.0
Francie,2018-06-25,18.0
Rumunsko,2018-06-25,12.0
Indonésie,2018-06-25,9.0
Korejská republika,2018-06-25,115.0
Švédsko,2018-06-25,10.0
Mongolsko,2018-06-25,10.0
Rakousko,2018-06-25,58.0
Alžírsko,2018-06-25,4.0
Keňa,2018-06-25,2.0
Nigérie,2018-06-25,5.0
Hong Kong,2018-06-25,1.0
Kuba,2018-06-25,4.0
Estonsko,2018-06-25,4.0
Kajmanské ostrovy,2018-06-25,4.0
Mauritánie,2018-06-25,5.0
Německo,2018-06-26,420.0
Thajsko,2018-06-26,18.0
Kanada,2018-06-26,51.0
Portugalsko,2018-06-26,6.0
Lotyšsko,2018-06-26,4.0
Spojené státy americké,2018-06-26,424.0
Japonsko,2018-06-26,44.0
Rusko,2018-06-26,327.0
Indie,2018-06-26,15.0
Irsko,2018-06-26,6.0
Mexiko,2018-06-26,21.0
Finsko,2018-06-26,30.0
Norsko,2018-06-26,18.0
Švýcarsko,2018-06-26,17.0
Maďarsko,2018-06-26,145.0
Slovensko,2018-06-26,1905.0
Irán,2018-06-26,5.0
Albánie,2018-06-26,6.0
Austrálie,2018-06-26,36.0
Spojené arabské emiráty,2018-06-26,2.0
Chorvatsko,2018-06-26,8.0
Itálie,2018-06-26,36.0
Bulharsko,2018-06-26,18.0
Kypr,2018-06-26,3.0
Lucembursko,2018-06-26,1.0
Velká Británie a Severní Irsko,2018-06-26,69.0
Brazílie,2018-06-26,8.0
Kazachstán,2018-06-26,7.0
Uganda,2018-06-26,4.0
Srbsko,2018-06-26,9.0
Malajsie,2018-06-26,3.0
Turecko (včetně Severokyperské Republiky),2018-06-26,6.0
Bolívie,2018-06-26,5.0
Bělorusko,2018-06-26,12.0
Slovinsko,2018-06-26,20.0
Island,2018-06-26,5.0
Ukrajina,2018-06-26,75.0
Dánsko,2018-06-26,12.0
Litva,2018-06-26,10.0
Polsko,2018-06-26,195.0
Španělsko,2018-06-26,18.0
Belgie,2018-06-26,2.0
Česká republika,2018-06-26,2553.0
Nizozemsko,2018-06-26,90.0
Izrael,2018-06-26,8.0
Makedonie,2018-06-26,16.0
Singapur,2018-06-26,12.0
Taiwan,2018-06-26,11.0
Čína,2018-06-26,367.0
Malta,2018-06-26,2.0
Vietnam,2018-06-26,12.0
Nový Zéland,2018-06-26,8.0
Ázerbájdžán,2018-06-26,4.0
Francie,2018-06-26,92.0
Rumunsko,2018-06-26,115.0
Indonésie,2018-06-26,5.0
Korejská republika,2018-06-26,51.0
Švédsko,2018-06-26,9.0
Mongolsko,2018-06-26,16.0
Argentina,2018-06-26,10.0
Rakousko,2018-06-26,32.0
Alžírsko,2018-06-26,3.0
Kyrgyzstán,2018-06-26,2.0
Keňa,2018-06-26,1.0
Nigérie,2018-06-26,3.0
Hong Kong,2018-06-26,12.0
Gruzie,2018-06-26,5.0
Chile,2018-06-26,4.0
Kuba,2018-06-26,4.0
Estonsko,2018-06-26,10.0
Martinik,2018-06-26,5.0
Německo,2018-06-27,535.0
Thajsko,2018-06-27,30.0
Kanada,2018-06-27,40.0
Portugalsko,2018-06-27,4.0
Lotyšsko,2018-06-27,6.0
Spojené státy americké,2018-06-27,376.0
Japonsko,2018-06-27,40.0
Rusko,2018-06-27,308.0
Indie,2018-06-27,8.0
Irsko,2018-06-27,10.0
Mexiko,2018-06-27,6.0
Finsko,2018-06-27,21.0
Norsko,2018-06-27,10.0
Švýcarsko,2018-06-27,95.0
Jižní Afrika,2018-06-27,2.0
Maďarsko,2018-06-27,5.0
Slovensko,2018-06-27,2965.0
Irán,2018-06-27,5.0
Austrálie,2018-06-27,60.0
Spojené arabské emiráty,2018-06-27,2.0
Uzbekistán,2018-06-27,3.0
Chorvatsko,2018-06-27,2.0
Itálie,2018-06-27,32.0
Bulharsko,2018-06-27,10.0
Kypr,2018-06-27,4.0
Lucembursko,2018-06-27,4.0
Velká Británie a Severní Irsko,2018-06-27,34.0
Kazachstán,2018-06-27,12.0
Srbsko,2018-06-27,5.0
Turecko (včetně Severokyperské Republiky),2018-06-27,6.0
Bělorusko,2018-06-27,32.0
Etiopie,2018-06-27,2.0
Řecko,2018-06-27,10.0
Slovinsko,2018-06-27,6.0
Island,2018-06-27,2.0
Ukrajina,2018-06-27,16.0
Dánsko,2018-06-27,16.0
Filipíny,2018-06-27,5.0
Litva,2018-06-27,25.0
Polsko,2018-06-27,176.0
Španělsko,2018-06-27,27.0
Belgie,2018-06-27,40.0
Peru,2018-06-27,6.0
Arménie,2018-06-27,5.0
Česká republika,2018-06-27,2034.0
Nizozemsko,2018-06-27,22.0
Izrael,2018-06-27,20.0
Taiwan,2018-06-27,30.0
Čína,2018-06-27,1266.0
Saúdská Arábie,2018-06-27,4.0
Malta,2018-06-27,8.0
Vietnam,2018-06-27,4.0
Nový Zéland,2018-06-27,3.0
Ázerbájdžán,2018-06-27,12.0
Francie,2018-06-27,32.0
Rumunsko,2018-06-27,6.0
Indonésie,2018-06-27,2.0
Korejská republika,2018-06-27,20.0
Švédsko,2018-06-27,6.0
Mongolsko,2018-06-27,3.0
Argentina,2018-06-27,4.0
Rakousko,2018-06-27,40.0
Keňa,2018-06-27,4.0
Hong Kong,2018-06-27,12.0
Gruzie,2018-06-27,12.0
Chile,2018-06-27,4.0
Srí Lanka,2018-06-27,1.0
Niue,2018-06-27,8.0
Zambie,2018-06-27,2.0
Tunisko,2018-06-27,4.0
Kostarika,2018-06-27,3.0
Německo,2018-06-28,456.0
Thajsko,2018-06-28,14.0
Kanada,2018-06-28,87.0
Portugalsko,2018-06-28,6.0
Lotyšsko,2018-06-28,4.0
Spojené státy americké,2018-06-28,96.0
Japonsko,2018-06-28,50.0
Rusko,2018-06-28,244.0
Indie,2018-06-28,25.0
Irsko,2018-06-28,6.0
Mexiko,2018-06-28,8.0
Finsko,2018-06-28,4.0
Norsko,2018-06-28,22.0
Švýcarsko,2018-06-28,64.0
Maďarsko,2018-06-28,7.0
Slovensko,2018-06-28,552.0
Austrálie,2018-06-28,44.0
Spojené arabské emiráty,2018-06-28,4.0
Uzbekistán,2018-06-28,12.0
Chorvatsko,2018-06-28,4.0
Itálie,2018-06-28,85.0
Bulharsko,2018-06-28,5.0
Velká Británie a Severní Irsko,2018-06-28,32.0
Brazílie,2018-06-28,12.0
Kazachstán,2018-06-28,25.0
Srbsko,2018-06-28,3.0
Malajsie,2018-06-28,3.0
Turecko (včetně Severokyperské Republiky),2018-06-28,24.0
Bělorusko,2018-06-28,2.0
Řecko,2018-06-28,8.0
Slovinsko,2018-06-28,4.0
Ukrajina,2018-06-28,70.0
Dánsko,2018-06-28,35.0
Litva,2018-06-28,6.0
Polsko,2018-06-28,205.0
Španělsko,2018-06-28,7.0
Belgie,2018-06-28,9.0
Česká republika,2018-06-28,720.0
Nizozemsko,2018-06-28,20.0
Izrael,2018-06-28,32.0
Ekvádor,2018-06-28,3.0
Singapur,2018-06-28,4.0
Taiwan,2018-06-28,16.0
Čína,2018-06-28,717.0
Saúdská Arábie,2018-06-28,5.0
Malta,2018-06-28,5.0
Vietnam,2018-06-28,15.0
Nový Zéland,2018-06-28,10.0
Ázerbájdžán,2018-06-28,4.0
Francie,2018-06-28,63.0
Rumunsko,2018-06-28,5.0
Indonésie,2018-06-28,4.0
Korejská republika,2018-06-28,81.0
Švédsko,2018-06-28,28.0
Mongolsko,2018-06-28,1.0
Rakousko,2018-06-28,56.0
Kyrgyzstán,2018-06-28,1.0
Moldavsko,2018-06-28,1.0
Keňa,2018-06-28,2.0
Hong Kong,2018-06-28,4.0
Chile,2018-06-28,5.0
Estonsko,2018-06-28,2.0
Niue,2018-06-28,8.0
Réunion,2018-06-28,5.0
Nikaragua,2018-06-28,5.0
Sýrie,2018-06-28,3.0
Německo,2018-06-29,545.0
Thajsko,2018-06-29,30.0
Kanada,2018-06-29,88.0
Lotyšsko,2018-06-29,6.0
Spojené státy americké,2018-06-29,119.0
Japonsko,2018-06-29,36.0
Rusko,2018-06-29,89.0
Indie,2018-06-29,3.0
Irsko,2018-06-29,4.0
Mexiko,2018-06-29,4.0
Finsko,2018-06-29,6.0
Norsko,2018-06-29,11.0
Švýcarsko,2018-06-29,88.0
Jižní Afrika,2018-06-29,15.0
Maďarsko,2018-06-29,50.0
Slovensko,2018-06-29,1605.0
Austrálie,2018-06-29,84.0
Spojené arabské emiráty,2018-06-29,5.0
Uzbekistán,2018-06-29,10.0
Chorvatsko,2018-06-29,14.0
Kuvajt,2018-06-29,2.0
Itálie,2018-06-29,25.0
Bulharsko,2018-06-29,12.0
Lucembursko,2018-06-29,3.0
Velká Británie a Severní Irsko,2018-06-29,34.0
Brazílie,2018-06-29,2.0
Kazachstán,2018-06-29,3.0
Srbsko,2018-06-29,5.0
Malajsie,2018-06-29,1.0
Turecko (včetně Severokyperské Republiky),2018-06-29,30.0
Bělorusko,2018-06-29,10.0
Řecko,2018-06-29,8.0
Slovinsko,2018-06-29,1.0
Island,2018-06-29,4.0
Ukrajina,2018-06-29,45.0
Dánsko,2018-06-29,20.0
Litva,2018-06-29,6.0
Polsko,2018-06-29,153.0
Španělsko,2018-06-29,80.0
Belgie,2018-06-29,20.0
Česká republika,2018-06-29,2848.0
Nizozemsko,2018-06-29,30.0
Izrael,2018-06-29,24.0
Makedonie,2018-06-29,2.0
Singapur,2018-06-29,3.0
Taiwan,2018-06-29,66.0
Čína,2018-06-29,360.0
Vietnam,2018-06-29,3.0
Nový Zéland,2018-06-29,3.0
Ázerbájdžán,2018-06-29,1.0
Francie,2018-06-29,24.0
Rumunsko,2018-06-29,4.0
Korejská republika,2018-06-29,52.0
Švédsko,2018-06-29,40.0
Mongolsko,2018-06-29,4.0
Maroko,2018-06-29,3.0
Rakousko,2018-06-29,58.0
Kyrgyzstán,2018-06-29,2.0
Libanon,2018-06-29,5.0
Hong Kong,2018-06-29,9.0
Bangladéš,2018-06-29,4.0
Gruzie,2018-06-29,3.0
Kuba,2018-06-29,9.0
Estonsko,2018-06-29,2.0
Srí Lanka,2018-06-29,3.0
Niue,2018-06-29,3.0
Trinidad a Tobago,2018-06-29,2.0
Venezuela,2018-06-29,3.0
Seychely,2018-06-29,1.0
Německo,2018-06-30,75.0
Thajsko,2018-06-30,5.0
